Name: 广州综合, URL: http://php.jdshipin.com:8880/gztv.php?id=zhonghe&replay=1&days=7, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广州影视频道, URL: https://live.lalifeier.eu.org/gztv/yingshi.m3u8?t=1746393735&key=1c3dbffdc7f539bde2e1cf2100bb4266, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广州影视频道, URL: http://congtou.top:9292/udp/239.253.43.68:5146, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广州影视频道, URL: http://[2603:c022:8005:81ff:6745:ae39:400f:259a]:4022/udp/239.253.43.73:5146, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广州影视频道, URL: http://mi.gzbody.com:85/udp/239.253.43.68:5146, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广州影视频道, URL: https://tv.iill.top/gztv/yingshi, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广州影视频道, URL: http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p10.php?id=jingsai, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广州影视频道, URL: http://n1.gzbody.com:85/rtp/239.253.43.73:5146, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广州影视频道, URL: http://rustdesk.szsun.xyz:8088/udp/239.253.43.73:5146, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广州影视频道, URL: http://r.jdshipin.com/sFw4S, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广州影视频道, URL: https://tencentplaybusiness.gztv.com/live/yingshi.m3u8, IPv_Type: ipv4, Date: None, Delay: 10260 ms, Speed: 0.04 M/s, Resolution: 1280x720
Name: 广州影视频道, URL: http://tencentplaygzrb01.gztv.com/live/yingshi.m3u8, IPv_Type: ipv4, Date: None, Delay: 10607 ms, Speed: 0.12 M/s, Resolution: 1280x720
Name: 广州影视频道, URL: http://tp88.cn/IPTV/guangdong/gztv.php?id=yingshi, IPv_Type: ipv4, Date: None, Delay: 10158 ms, Speed: 0.06 M/s, Resolution: 1280x720
Name: 广州影视频道, URL: http://tencentplaygzrb.gztv.com/sec/yingshi.m3u8, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 广州影视频道, URL: http://116.16.188.30:4022/udp/239.253.43.73:5146, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 广州电视台影视频道, URL: http://php.jdshipin.com:8880/gztv.php?id=yingshi#https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=7e9bddad7c8911626ed1d2c09fc605d9&txTime=18d00acf487, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广州电视台影视频道, URL: https://tencentplaywebsite.gztv.com/live/yingshi.m3u8?txSecret=074974bc25835d38fda6936ae40aabe9&txTime=193108637cb, IPv_Type: ipv4, Date: None, Delay: 10022 ms, Speed: 0.05 M/s, Resolution: 1280x720
Name: 广州电视台影视频道, URL: http://120.77.205.62:8087/rtp/239.253.43.73:5146, IPv_Type: ipv4, Date: None, Delay: 251 ms, Speed: 0.00 M/s, Resolution: None
Name: 广州电视台影视频道, URL: https://live.lalifeier.eu.org/gztv/yingshi.m3u8?t=1746393735&key=1c3dbffdc7f539bde2e1cf2100bb4266, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广州电视台影视频道, URL: http://congtou.top:9292/udp/239.253.43.68:5146, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广州电视台影视频道, URL: http://[2603:c022:8005:81ff:6745:ae39:400f:259a]:4022/udp/239.253.43.73:5146, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广州电视台影视频道, URL: http://mi.gzbody.com:85/udp/239.253.43.68:5146, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广州电视台影视频道, URL: https://tv.iill.top/gztv/yingshi, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广州电视台影视频道, URL: http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p10.php?id=jingsai, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广州电视台影视频道, URL: http://n1.gzbody.com:85/rtp/239.253.43.73:5146, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广州电视台影视频道, URL: http://rustdesk.szsun.xyz:8088/udp/239.253.43.73:5146, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广州电视台影视频道, URL: http://r.jdshipin.com/sFw4S, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广州电视台影视频道, URL: https://tencentplaybusiness.gztv.com/live/yingshi.m3u8, IPv_Type: ipv4, Date: None, Delay: 10260 ms, Speed: 0.04 M/s, Resolution: 1280x720
Name: 广州电视台影视频道, URL: http://tencentplaygzrb01.gztv.com/live/yingshi.m3u8, IPv_Type: ipv4, Date: None, Delay: 10607 ms, Speed: 0.12 M/s, Resolution: 1280x720
Name: 广州电视台影视频道, URL: http://tp88.cn/IPTV/guangdong/gztv.php?id=yingshi, IPv_Type: ipv4, Date: None, Delay: 10158 ms, Speed: 0.06 M/s, Resolution: 1280x720
Name: 广州电视台影视频道, URL: http://tencentplaygzrb.gztv.com/sec/yingshi.m3u8, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 广州电视台影视频道, URL: http://116.16.188.30:4022/udp/239.253.43.73:5146, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 广州电视台法治频道, URL: http://php.jdshipin.com:8880/gztv.php?id=fazhi, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广州电视台法治频道, URL: https://tencentplaygzrb01.gztv.com/live/fazhi.m3u8, IPv_Type: ipv4, Date: None, Delay: 2318 ms, Speed: 0.53 M/s, Resolution: 1280x720
Name: 广州电视台法治频道, URL: https://live.lalifeier.eu.org/gztv/fazhi.m3u8?t=1748397759&key=f4eb35f69477c8d24561ec55ae962574, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广州电视台法治频道, URL: http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p10.php?id=fazhi, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广州电视台法治频道, URL: https://tv.iill.top/gztv/fazhi, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广州电视台法治频道, URL: https://tencentplaywebsite.gztv.com/live/fazhi.m3u8?txSecret=f84d116447cf4c6fc8a66820d3fa2777&txTime=193108637cb, IPv_Type: ipv4, Date: None, Delay: 10022 ms, Speed: 0.05 M/s, Resolution: 1280x720
Name: 广州电视台法治频道, URL: http://mi.gzbody.com:85/udp/239.253.43.74:5146, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广州电视台法治频道, URL: http://congtou.top:9292/udp/239.253.43.74:5146, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广州电视台法治频道, URL: http://n1.gzbody.com:85/rtp/239.253.43.74:5146, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广州电视台法治频道, URL: http://rustdesk.szsun.xyz:8088/udp/239.253.43.74:5146, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广州电视台法治频道, URL: https://tencentplaybusiness.gztv.com/live/fazhi.m3u8, IPv_Type: ipv4, Date: None, Delay: 10260 ms, Speed: 0.04 M/s, Resolution: 1280x720
Name: 广州电视台法治频道, URL: http://tencentplaygzrb.gztv.com/sec/fazhi.m3u8, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 广州电视台法治频道, URL: http://116.16.188.30:4022/udp/239.253.43.74:5146, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 广州南国都市频道, URL: http://php.jdshipin.com:8880/gztv.php?id=shenghuo, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广州南国都市频道, URL: https://tencentplaygzrb01.gztv.com/live/nanguodushi.m3u8, IPv_Type: ipv4, Date: None, Delay: 2318 ms, Speed: 0.53 M/s, Resolution: 1280x720
Name: 广州南国都市频道, URL: http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p10.php?id=yingshi, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广州南国都市频道, URL: https://tv.iill.top/gztv/shenghuo, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广州南国都市频道, URL: http://r.jdshipin.com/LvIQ4, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广州南国都市频道, URL: http://tencentplaygzrb.gztv.com/sec/nanguodushi.m3u8, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 4K南国都市频道, URL: http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227241/1.m3u8, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 4K南国都市频道, URL: http://php.jdshipin.com:8880/gztv.php?id=shenghuo, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广州竞赛频道, URL: http://php.jdshipin.com:8880/gztv.php?id=jingsai#https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=49c8041461997c7a97dbcc3c7fd11b4f&txTime=18d00acf487, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广州竞赛频道, URL: https://tencentplaywebsite.gztv.com/live/jingsai.m3u8?txSecret=cd5eb475078e689b230ada7df792e4de&txTime=193108637cb, IPv_Type: ipv4, Date: None, Delay: 10022 ms, Speed: 0.05 M/s, Resolution: 1280x720
Name: 广州竞赛频道, URL: https://tencentplaygzrb01.gztv.com/live/jingsai.m3u8, IPv_Type: ipv4, Date: None, Delay: 2318 ms, Speed: 0.53 M/s, Resolution: 1280x720
Name: 广州竞赛频道, URL: https://live.lalifeier.eu.org/gztv/jingsai.m3u8?t=1748294604&key=adb4a3f31b4ea3bdf40026fef4817abe, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广州竞赛频道, URL: http://[2603:c022:8005:81ff:6745:ae39:400f:259a]:4022/udp/239.253.43.75:5146, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广州竞赛频道, URL: http://rustdesk.szsun.xyz:8088/udp/239.253.43.75:5146, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广州竞赛频道, URL: https://tencentplaygsm.gztv.com/live/jingsai.m3u8?txTime=65815756&amp;txSecret=446c7cfc73f950b7253ea8c8d1a37a8a, IPv_Type: ipv4, Date: None, Delay: 10635 ms, Speed: 0.05 M/s, Resolution: 1280x720
Name: 广州竞赛频道, URL: http://tencentplaygzrb.gztv.com/sec/jingsai.m3u8, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 广东珠江, URL: http://cdn2.163189.xyz/live/gdzj/stream.m3u8#http://gmxw.7766.org:808/hls/83/index.m3u8#http://home.wwang.pw:35455/itv/2000000003000000033.m3u8?cdn=hnbblive, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广东珠江, URL: http://live.xmcdn.com/live/252/64.m3u8, IPv_Type: ipv4, Date: None, Delay: 1533 ms, Speed: 0.04 M/s, Resolution: None
Name: 广东珠江, URL: http://120.77.205.62:8087/rtp/239.77.0.1:5146, IPv_Type: ipv4, Date: None, Delay: 251 ms, Speed: 0.00 M/s, Resolution: None
Name: 广东珠江, URL: http://mi.gzbody.com:85/udp/239.77.1.94:5146, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广东珠江, URL: http://congtou.top:9292/udp/239.77.1.94:5146, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广东珠江, URL: http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000004000011655, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广东珠江, URL: http://cdn2.132.us.kg/live/gdzj/stream.m3u8#http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000033&livemode=1&stbId=toShengfen&mode=1&, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广东珠江, URL: http://120.198.101.106:9901/tsfile/live/1010_1.m3u8?key=txiptv, IPv_Type: ipv4, Date: None, Delay: 10025 ms, Speed: 0.29 M/s, Resolution: 1920x1080
Name: 广东珠江, URL: http://lu.wqwqwq.sbs/itv/2000000003000000033.m3u8?cdn=hnbblive, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广东珠江, URL: https://live.ximalaya.com/radio-first-page-app/live/252/64.m3u8?transcode=ts, IPv_Type: ipv4, Date: None, Delay: 1108 ms, Speed: 0.07 M/s, Resolution: None
Name: 广东珠江, URL: https://smart.pendy.dpdns.org/Smart.php?id=zhujiang, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广东珠江, URL: http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010091/0.m3u8, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广东珠江, URL: http://[2409:8087:5e08:24::d]:6610/000000001000/1/2000000003000000033/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000003000000033&yang-1989, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广东珠江, URL: http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010091/index.m3u8, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广东珠江, URL: http://[2603:c022:8005:81ff:6745:ae39:400f:259a]:4022/udp/239.77.0.114:5146, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广东珠江, URL: https://cdn2.163189.xyz/live/gdzj/stream.m3u8, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广东珠江, URL: http://[2409:8087:5e08:24::11]:6610/000000001000/2000000003000000033/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000003000000033&IASHttpSessionId=OTT19019320240419154124000281&yang-1989, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广东珠江, URL: http://[2409:8087:5e08:24::17]:6610/000000001000/2000000003000000033/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000003000000033&IASHttpSessionId=OTT19019320240419154124000281&yang-1989, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广东珠江, URL: http://120.238.94.82:9901/tsfile/live/1010_1.m3u8?key=txiptv, IPv_Type: ipv4, Date: None, Delay: 10581 ms, Speed: 0.11 M/s, Resolution: 1920x1080
Name: 广东珠江, URL: http://zteres.sn.chinamobile.com:6060/000000001000/2000000003000000033/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000033&livemode=1&stbId=3, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广东珠江, URL: https://tv.cdn.com.mp/live/gdzj/stream.m3u8, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广东珠江, URL: http://www.terrykang.xyz:35455/itv/2000000003000000033.m3u8?cdn=hnbblive, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广东珠江, URL: http://home.zackfair1993.xyz:8686/rtp/239.77.0.1:5146, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广东珠江, URL: https://www.zhixun.com.mp/zx.php?id=gdzj, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广东珠江, URL: https://tcdn.itouchtv.cn/live/gdzj.m3u8?t_token=493a96c571a31d01114fcb2d083e9e65-tTGzeCDteyPBFSw1i75qWgVvS%2F0r5WlVmZ%2FHXeHtZrlfyHKm0NBblgYdTdgjWjkQKdU31hUb3gFAQAIEiu2JYRDPhD6zzaQdS%2Fo9SNaO93ROYfx8SczEJ0BH%2F7b3ESSNr4ZZl5MZYtm3zZmBoflF%2F%2F4VfrGODkCJNx1UbwVF3YNdOqJkUnfSvsbh71Wx2LrdAlhNb1yTHKTEw%2BtowQll8V3EksVQaD9a2S9DzckRG8vVZLf5sf9TQ7xjbGHrwpJ3HzSJjRRpGOp07%2BwYWeMLW%2FjFDmg8gJCz4qcRDcGwTlEx%2F6XvIkRmwD046LQPN9md1R%2FKey%2FBdKX0V3Kh6uE1VVVzn9TX2MPXftvLXT3oi8lUbF4%2BiiylB9ainO2I46BE, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广东珠江, URL: http://k.061899.xyz/k.php?id=gdzj, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 广东珠江, URL: http://218.15.183.23:9901/tsfile/live/23009_1.m3u8, IPv_Type: ipv4, Date: None, Delay: 10848 ms, Speed: 0.12 M/s, Resolution: 1920x1080
Name: 广东珠江, URL: http://live.iill.top/douyin/gdtvzjpd, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
